screen_id,category,total_elements,clickable_elements
57421,other,115,25
2954,other,30,4
4374,other,51,11
56682,social,59,14
28322,productivity,12,2
37615,other,49,14
65104,shopping,68,12
41984,news,127,15
41328,games,24,5
26320,games,5,1
40322,other,19,3
4650,other,179,34
197,other,27,3
35542,other,19,2
22853,other,26,11
70764,travel,29,6
49540,other,30,5
43702,other,11,2
59349,other,30,2
68014,other,25,5
19115,other,20,7
66991,travel,42,7
14680,other,28,4
28525,finance,18,2
61041,other,20,6
62159,health,120,14
66380,other,14,1
37582,other,17,2
32777,other,33,7
71575,other,26,7
62020,health,38,6
43661,other,39,8
27893,news,35,9
6417,other,58,26
10154,other,43,13
28968,news,95,25
58026,other,38,4
29953,other,57,11
65286,other,18,4
48769,other,19,5
48311,other,12,2
53670,other,18,8
42514,other,17,4
67067,other,30,2
19982,other,34,9
39667,other,31,14
45697,utility,24,5
42132,other,49,4
33119,shopping,120,18
32294,other,26,3
4654,other,181,36
60401,other,36,5
46001,news,56,9
35138,other,94,21
40238,other,37,8
71466,shopping,56,1
31527,travel,53,38
67335,food,36,19
22735,other,82,20
56190,other,18,1
26015,utility,178,11
47797,news,44,12
35504,social,13,6
25671,other,67,4
66479,other,52,14
61256,news,51,1
37309,other,14,1
12909,productivity,81,15
31228,utility,20,4
59251,other,45,9
9649,other,32,6
56671,other,57,15
70184,other,70,16
63549,other,93,5
35389,other,19,3
3570,other,10,2
53926,other,18,3
62304,social,42,2
64184,shopping,115,22
53112,finance,40,5
20264,other,15,5
42877,other,48,2
12454,other,52,9
18446,other,8,3
43302,other,61,9
48968,other,52,13
32268,other,9,2
67340,other,17,3
16709,other,84,2
67624,other,18,5
65772,other,30,6
39264,other,13,1
16665,other,48,9
44826,other,83,9
69995,social,26,4
40331,other,80,17
11009,other,15,2
57780,utility,51,9
1967,other,51,7
37260,other,18,5
67418,other,15,2
53284,games,44,2
20436,other,130,47
15010,other,175,61
41157,other,23,6
61637,shopping,29,3
27756,other,40,6
32678,other,15,7
51148,other,27,3
55890,other,77,10
36466,other,46,9
52981,social,64,16
15373,other,33,6
66211,other,30,5
32006,other,70,9
66246,other,37,4
54621,other,14,5
66679,other,102,2
45360,other,87,4
35313,other,12,5
791,health,35,6
31125,finance,74,18
51396,other,12,3
57550,other,17,2
68541,utility,21,1
60186,other,37,11
42400,other,15,2
67509,other,8,2
45851,other,85,10
12381,other,41,6
50735,other,30,11
14567,other,38,15
25753,other,49,14
51686,other,42,10
55281,health,20,4
7070,other,16,2
29261,other,54,11
8770,other,23,3
59378,other,93,12
16070,other,33,11
38837,other,89,19
16587,other,100,21
60242,other,13,2
51845,other,21,7
56593,other,28,5
67521,other,18,2
16721,other,33,4
39488,utility,32,3
21232,other,19,7
55967,other,41,19
30004,other,66,13
69567,other,8,2
11919,other,13,3
13059,other,48,4
31739,games,13,6
62541,other,109,17
1375,travel,63,4
2963,other,34,4
33970,finance,8,2
34988,other,41,16
3863,travel,48,12
19759,other,26,7
26348,games,66,8
452,other,118,19
37401,other,18,1
8923,other,87,11
55078,news,32,7
62311,shopping,31,6
22156,utility,21,2
21487,other,68,13
21821,other,7,1
15291,other,42,8
50240,other,25,5
67412,other,9,1
9346,other,45,9
50906,other,38,21
55190,news,107,26
26137,other,27,6
43018,other,13,2
70141,shopping,54,23
48529,other,32,5
19602,other,15,5
25572,shopping,14,2
40598,other,8,2
52121,other,11,1
26966,other,52,16
40492,other,20,5
27094,other,77,13
54155,other,12,2
10624,other,19,3
69291,other,43,6
63097,travel,52,11
4087,games,19,4
69430,other,8,1
29277,other,21,2
54817,other,64,9
46199,news,25,4
20658,other,19,5
14945,other,28,4
39370,other,13,2
7371,other,10,1
33144,utility,104,9
48807,other,32,6
29989,other,92,22
52186,other,18,1
38200,other,27,2
55692,other,20,5
26717,other,31,7
40326,other,18,3
6579,games,23,3
30167,games,20,2
23381,games,32,6
35610,other,16,4
66309,other,96,14
42043,other,26,5
17168,shopping,111,10
2591,other,18,3
35397,travel,86,32
47803,news,17,3
34,other,107,20
47979,other,75,15
29782,other,55,7
56299,other,59,8
29744,other,18,3
11441,other,21,2
64803,other,39,10
53545,shopping,17,4
36348,other,23,5
28403,other,40,5
10548,news,49,10
8333,other,42,15
67056,other,24,2
55409,other,76,19
61434,other,35,3
5925,other,18,4
13249,other,28,1
70004,social,26,10
50019,other,26,5
5928,other,65,29
42961,health,8,2
64980,other,45,8
6961,other,84,10
69532,utility,62,5
29181,social,12,2
61269,other,44,6
6271,other,43,10
25403,food,54,15
50059,travel,48,7
6293,other,97,10
3357,other,79,28
24705,other,31,9
52040,other,26,5
22824,other,55,1
51001,other,87,5
26756,other,12,2
54826,games,8,3
59934,other,21,6
57689,other,13,2
60700,other,28,5
53626,other,10,4
55016,other,33,7
65340,travel,29,2
19148,other,13,2
51484,other,17,2
1651,other,36,3
69566,other,16,3
51438,other,18,1
52771,other,21,4
12648,other,19,5
30615,other,43,14
62074,other,15,5
3931,travel,10,1
12206,other,25,8
48289,other,33,6
3437,other,42,5
5843,shopping,11,4
18783,other,17,1
16046,other,19,5
69940,other,76,7
29736,other,33,7
31892,other,23,5
59424,other,21,5
37616,other,35,5
21864,other,29,11
23485,other,28,1
18829,travel,28,8
61948,games,18,2
45745,other,57,12
6777,other,19,2
34430,other,44,9
45155,other,28,4
43272,other,59,1
70189,other,72,13
2827,other,21,9
64831,other,47,14
21104,other,16,2
27193,other,14,2
70223,games,25,3
64458,other,32,6
7302,other,25,7
41945,utility,16,2
63213,other,60,16
29739,other,40,7
59364,other,34,8
67387,other,41,12
327,other,31,2
63073,shopping,11,4
17717,travel,52,14
41086,other,40,8
1504,other,14,3
19395,utility,20,2
59846,utility,49,12
25117,other,73,3
66729,other,29,6
54739,news,72,5
57906,other,51,2
54624,other,18,5
36461,social,5,1
65817,other,66,12
63094,other,45,10
4688,other,54,3
34426,other,18,1
16064,other,39,9
6220,other,32,10
36270,other,15,3
10920,other,53,10
27722,health,26,11
4557,other,79,19
18267,food,54,6
40204,other,67,13
34605,social,27,3
54529,travel,37,1
59516,other,36,1
545,utility,46,10
27578,other,85,12
48625,games,68,6
35376,other,48,3
64301,other,28,3
52160,travel,23,1
72015,other,16,2
34784,news,102,20
17292,other,82,9
54650,other,48,2
25687,other,112,5
41279,other,49,6
11650,other,13,2
50895,other,65,8
68331,news,55,10
724,other,32,11
47152,other,56,11
31971,other,33,5
70338,utility,8,3
50283,other,67,10
24856,other,142,9
52850,other,63,7
14235,news,48,15
51966,games,60,4
64404,news,63,9
40799,other,27,6
69925,other,10,1
56417,other,35,8
30171,news,48,7
52945,other,21,2
37151,other,72,10
17811,news,79,12
19336,utility,53,13
13011,news,65,10
7435,other,28,5
12465,other,10,4
3031,other,17,1
42708,other,13,2
1778,social,26,5
16511,other,15,1
25755,other,93,17
68527,other,84,27
45629,other,67,14
19064,other,18,3
35894,other,27,4
40131,other,17,3
34757,other,18,5
54377,productivity,72,16
7622,travel,115,19
59146,other,41,4
56128,games,91,12
7417,other,40,1
458,other,73,5
37863,other,28,6
48793,other,49,12
59085,games,142,7
58065,other,29,5
20445,other,76,3
68406,other,19,5
37579,other,33,5
53292,games,71,4
16620,utility,135,8
65030,other,22,2
42496,other,66,12
50628,other,47,13
37140,other,26,5
71919,social,7,1
7752,news,69,17
28770,utility,94,14
12161,other,12,4
5569,other,14,2
34728,other,33,8
24593,other,40,6
39470,other,17,4
39549,other,50,8
7694,news,30,10
25843,other,152,4
66443,utility,132,25
34238,other,42,4
16642,other,19,2
55388,other,106,12
34531,other,86,4
4607,other,17,2
6946,other,101,10
52630,games,72,19
33983,news,47,15
14039,utility,33,8
36504,utility,53,13
28501,other,67,8
22805,other,61,5
18179,other,21,4
760,games,27,4
65962,other,35,9
64426,other,35,7
40200,other,51,4
16155,other,69,6
53867,finance,24,2
24221,shopping,124,27
52369,other,37,11
52218,other,54,8
49400,finance,26,4
11402,other,6,1
13357,other,33,11
61965,travel,28,5
3236,other,7,3
2631,other,20,3
18427,shopping,57,16
61976,travel,23,2
47344,other,23,2
23787,utility,36,4
8991,social,37,6
6479,utility,107,11
60556,other,82,16
46686,other,22,8
23912,utility,50,6
48736,other,86,8
2451,other,13,2
6365,news,63,16
8404,other,13,1
25620,other,37,14
8380,news,15,4
61181,other,7,1
19915,other,18,5
62076,other,10,1
6939,social,7,1
49330,other,47,2
1017,travel,85,18
28598,other,33,4
66620,social,7,1
19702,news,13,7
18685,other,58,7
4580,other,18,5
26757,other,15,2
6269,other,38,7
21784,other,55,6
17389,other,145,21
53746,travel,105,25
67139,news,27,3
11698,food,26,11
18805,other,16,3
10981,travel,15,3
33956,other,78,22
62158,health,19,1
62063,other,50,12
25964,other,86,16
48889,other,89,15
31689,food,20,3
11044,other,27,1
2177,other,16,12
27777,other,40,9
13485,shopping,30,8
18482,other,74,27
59051,other,18,1
37975,other,33,4
44834,other,33,8
17623,games,52,12
5931,other,80,3
14257,travel,32,6
41591,food,19,3
39772,travel,27,5
61410,other,23,3
342,other,12,2
44024,utility,57,8
49184,other,89,12
17334,utility,126,23
40022,finance,40,10
43406,other,16,4
24867,news,38,9
7382,other,40,9
50596,other,52,11
12890,other,21,3
58109,other,16,3
61738,other,12,6
69887,other,21,1
67170,other,64,11
53607,finance,51,13
44534,other,62,9
30135,shopping,59,10
40398,other,48,8
52528,other,24,3
12055,other,26,6
14056,utility,50,6
41761,other,8,2
65919,other,61,9
36714,other,58,6
38329,other,58,7
55427,other,13,3
17268,other,34,7
42553,utility,24,6
57130,other,13,3
69945,shopping,52,15
39481,utility,125,22
14920,other,61,12
69312,food,27,5
15400,other,32,7
31547,other,72,15
50159,utility,32,4
19965,other,9,2
14392,other,42,13
18443,other,28,7
28439,other,15,2
5122,other,32,6
51801,other,21,8
48675,other,56,3
46304,other,27,8
57114,other,9,2
31795,shopping,49,9
35368,other,27,6
49417,other,61,18
45138,other,32,3
29722,productivity,112,38
40136,other,17,3
43522,games,63,2
49960,other,34,7
38600,other,44,18
16630,other,30,2
62347,utility,67,22
56459,other,38,10
17672,other,33,8
66276,games,16,4
53280,games,33,4
53047,other,72,8
67888,other,49,9
60812,other,17,2
46504,other,29,3
57683,social,31,4
67081,shopping,65,15
24449,other,24,1
38594,other,62,2
39993,other,34,7
68581,shopping,10,1
2530,other,29,6
37514,other,15,3
32712,social,7,1
64639,utility,46,2
40123,other,30,6
36541,other,9,1
37648,health,25,2
58257,other,8,3
1637,social,6,1
30842,other,33,10
38362,other,16,1
30840,games,35,8
54049,utility,40,8
27068,other,45,9
34953,other,48,2
7877,other,68,4
20301,other,32,9
55474,other,39,6
7083,other,8,2
41458,games,8,2
14483,other,143,11
16124,utility,79,17
64914,other,31,7
15696,other,50,12
16257,finance,37,10
3871,other,14,3
16471,other,24,7
59245,news,17,1
58861,other,53,15
34854,other,29,6
63571,other,25,6
18693,other,32,1
46819,other,14,3
13998,other,183,37
48740,other,42,10
47164,other,30,7
4717,other,15,5
32110,other,20,5
54346,other,46,8
18183,other,44,9
37310,other,35,7
33645,utility,24,6
67585,other,202,43
54064,social,93,18
72072,other,14,3
59596,other,84,16
38101,other,56,22
67238,travel,21,3
7038,other,9,1
57698,other,8,1
13422,social,7,1
8306,other,127,47
8927,other,86,19
30836,other,36,5
3353,games,39,9
16959,other,14,3
48168,other,151,12
43634,other,25,6
24260,other,35,4
20461,utility,67,5
53444,other,83,19
41965,other,47,7
25034,travel,91,20
65918,other,69,7
17285,utility,52,6
33423,other,46,8
65796,other,21,1
46812,shopping,25,6
34545,other,21,5
17700,other,27,3
60387,news,29,8
28684,other,48,5
47935,other,21,7
2515,other,34,6
6326,other,45,2
38535,other,15,4
6578,games,54,2
47112,other,47,19
607,other,61,13
9193,other,55,15
51055,food,68,30
50501,food,120,27
54659,other,16,2
52471,utility,38,11
46845,other,8,3
11725,other,18,3
50210,other,62,9
7123,other,14,2
5352,food,35,14
64767,other,31,6
55935,other,75,21
27909,other,11,3
8345,other,34,15
22178,other,11,2
28313,productivity,106,10
56520,other,43,8
60373,other,19,4
30618,other,44,9
70741,games,8,3
32773,social,15,2
3348,games,59,16
10384,utility,85,12
22264,other,36,4
67350,other,37,6
19610,other,66,18
47454,other,45,8
53484,other,51,12
36665,other,37,2
14667,utility,21,2
19509,other,20,8
59006,food,6,1
51807,news,132,11
12025,other,41,4
16160,other,18,4
59337,other,14,2
45133,other,99,23
24455,other,72,2
35069,other,44,7
37908,other,35,15
40132,other,74,14
32836,other,15,2
20623,other,23,10
34699,other,27,1
30789,other,47,9
5773,other,89,20
8343,other,48,14
61335,other,82,12
72127,other,39,6
47536,other,45,14
49345,news,85,11
15671,other,73,12
68278,news,25,11
13498,other,19,5
20512,other,59,7
20624,other,22,10
59862,other,5,1
50758,other,23,6
13304,utility,9,1
54599,other,33,5
1545,other,75,10
28242,other,45,10
39452,other,88,1
53799,other,16,2
38184,other,57,3
42226,games,62,2
5006,other,12,2
852,games,19,6
37536,other,17,4
28307,productivity,38,16
24481,other,27,8
59892,other,15,2
43959,other,21,4
17633,games,84,8
33121,shopping,65,13
38584,other,17,6
17446,other,138,10
28991,social,48,4
54853,other,57,16
54870,other,110,15
49148,games,36,9
42283,finance,64,11
44886,other,65,17
54174,travel,12,1
30582,other,9,1
13017,other,28,2
24797,other,18,1
36312,other,22,3
49538,other,123,15
13655,other,33,5
10521,other,39,3
23722,other,53,6
30122,other,34,2
7377,utility,20,1
24163,other,44,7
60695,utility,199,10
19176,other,71,17
60484,other,8,3
27104,other,17,2
29385,other,56,4
31979,utility,39,8
18032,other,25,4
10524,other,13,1
43000,other,74,5
9817,other,4,1
38628,utility,18,1
21871,other,28,7
18637,other,17,6
35325,other,76,18
45288,social,29,9
56579,other,34,9
9677,other,35,7
43176,other,38,8
46967,other,54,3
65010,other,21,6
54228,other,39,11
63194,other,62,14
3368,other,54,4
14833,other,31,4
36441,other,24,6
66849,other,18,1
59070,other,33,6
12825,other,19,2
39009,other,20,2
11229,other,15,6
40503,other,89,13
70719,other,28,11
15207,games,52,6
66871,utility,17,3
30873,social,7,1
48035,news,19,2
38545,social,5,1
47893,news,56,12
36913,other,96,21
56948,utility,31,3
52275,other,49,4
37758,other,17,3
29389,other,40,11
17718,travel,52,6
36951,other,17,3
11371,other,42,1
31766,other,36,10
21611,other,48,13
62889,travel,23,3
7517,other,35,5
50777,other,27,6
40534,utility,87,13
6493,utility,51,11
55649,other,27,5
70630,other,33,7
34189,other,83,14
15911,other,66,12
3904,news,24,4
65739,other,16,2
17115,other,23,5
8815,games,40,7
38976,other,60,17
4889,food,73,14
36645,other,27,6
44702,social,60,20
15270,other,47,5
36345,other,20,3
9753,other,43,7
30706,news,87,24
59319,other,25,4
32754,other,29,6
24868,news,36,6
32331,other,68,11
61490,other,9,1
21340,other,50,10
15116,utility,53,13
43844,other,20,3
51810,news,44,8
17645,other,63,10
45140,other,16,3
43807,other,19,2
23052,other,69,14
69715,games,20,6
61298,travel,24,3
3338,other,47,2
33484,utility,38,5
58117,other,5,1
64067,social,7,1
52716,other,17,3
63803,other,17,4
19923,social,48,10
25853,other,20,3
16889,other,118,26
19820,food,115,4
27132,other,19,14
23264,other,68,9
21722,social,7,1
49750,other,43,10
20316,other,42,11
60233,other,38,10
60170,other,19,5
53352,other,49,11
15043,shopping,30,5
2197,other,67,1
61051,other,65,21
51467,other,22,7
42801,other,26,4
40777,games,59,11
59863,other,12,2
47294,other,24,4
60213,other,48,28
48282,other,49,9
39811,other,164,52
55032,games,64,2
70903,other,30,6
68191,other,95,6
47339,other,25,7
52507,other,14,2
51959,other,57,14
51231,other,73,17
31628,other,15,2
67003,travel,31,4
51423,other,35,6
31094,other,21,2
2015,other,86,15
39229,other,23,3
14559,other,40,5
41121,health,26,9
39399,other,51,10
5170,other,71,6
30216,other,77,17
62552,other,35,5
28417,other,43,2
49043,other,39,2
13753,other,26,8
33547,other,20,4
4363,other,20,3
14968,other,19,7
30714,news,32,3
40633,other,60,9
40016,other,15,1
12508,shopping,64,21
13809,other,34,5
34614,other,28,5
6491,utility,57,8
29243,other,20,6
15138,travel,9,2
52620,news,46,1
7680,other,22,7
66434,other,124,83
16062,other,16,2
50590,other,51,10
49209,finance,22,3
43614,other,11,2
35599,other,15,3
40692,news,96,7
48343,other,24,3
46692,other,69,14
6227,other,19,1
5887,other,34,6
69106,other,23,4
12743,other,78,15
39877,other,26,10
69905,other,21,3
63443,utility,31,3
47788,productivity,25,9
53101,other,39,10
22705,other,69,16
31511,other,175,17
49923,other,33,7
41553,other,45,7
43247,utility,84,16
20143,other,31,6
